path,format,strategy,institution,language,status,quality_score,characters,size_bytes,pages,error,metadata
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/AI_Index_Report/pdfs/AIINDEX_ai-index-2025-ch6-education.pdf,pdf,,,,PDF_OK,,77530,0,44,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/AI_Index_Report/pdfs/AIINDEX_ai-index-2025-ch7-policy-governance.pdf,pdf,,,,PDF_OK,,50535,0,31,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/AI_Index_Report/pdfs/AIINDEX_ai-index-2025-chinese-version.pdf,pdf,,,,PDF_OK,,397615,0,456,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2020-2021.pdf,pdf,,,,PDF_OK,,50800,0,19,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2021-2022.pdf,pdf,,,,PDF_OK,,65476,0,19,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2022-2023.pdf,pdf,,,,PDF_OK,,94927,0,25,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2023-2024.pdf,pdf,,,,PDF_OK,,87033,0,19,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2024-2025.pdf,pdf,,,,PDF_OK,,47468,0,22,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Education_Skills/pdfs/AIINDEX_industry-brief-education-ai.pdf,pdf,,,,PDF_OK,,36869,0,23,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Environment_Energy/pdfs/AIINDEX_industry-brief-sustainability-ai.pdf,pdf,,,,PDF_OK,,60358,0,33,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Ethics_Equity/pdfs/AIINDEX_policy-brief-ai-ethics.pdf,pdf,,,,PDF_OK,,13029,0,6,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Ethics_Equity/pdfs/AIINDEX_policy-brief-algorithmic-fairness-in-clinical-risk-prediction.pdf,pdf,,,,PDF_OK,,15308,0,6,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Generative_AI/pdfs/AIINDEX_generative-ai-perspectives-from-stanford-hai.pdf,pdf,,,,PDF_OK,,44373,0,22,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Healthcare_Medicine/pdfs/AIINDEX_industry-brief-healthcare-ai.pdf,pdf,,,,PDF_OK,,44342,0,22,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Industry_Innovation/pdfs/AIINDEX_hai-founding-member-program-2025.pdf,pdf,,,,PDF_OK,,3621,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/International_Affairs/pdfs/AIINDEX_policy-brief-chinas-diverse-open-weight-ai-ecosystem.pdf,pdf,,,,PDF_OK,,50128,0,18,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Policy_Governance/pdfs/AIINDEX_congressional-boot-camp-on-ai-booklet.pdf,pdf,,,,PDF_OK,,111372,0,57,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Policy_Governance/pdfs/AIINDEX_policy-brief-adverse-event-reporting-for-ai.pdf,pdf,,,,PDF_OK,,18026,0,8,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Policy_Governance/pdfs/AIINDEX_policy-brief-ai-generated-propaganda.pdf,pdf,,,,PDF_OK,,14462,0,6,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Policy_Governance/pdfs/AIINDEX_policy-brief-labeling-ai-generated-content.pdf,pdf,,,,PDF_OK,,14357,0,6,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Policy_Governance/pdfs/AIINDEX_policy-brief-safeguarding-third-party-ai-research.pdf,pdf,,,,PDF_OK,,16763,0,7,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Policy_Governance/pdfs/AIINDEX_policy-brief-simulating-human-behavior-with-ai-agents.pdf,pdf,,,,PDF_OK,,16195,0,6,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Policy_Governance/pdfs/AIINDEX_policy-brief-what-makes-a-good-ai-benchmark.pdf,pdf,,,,PDF_OK,,15631,0,7,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Policy_Governance/pdfs/AIINDEX_stanford-hai-rfi-submission.pdf,pdf,,,,PDF_OK,,22283,0,7,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_balance-2022-firmado-1.pdf,pdf,,,,PDF_OK,,3158,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_balance-2024-cenia-firmado.pdf,pdf,,,,PDF_OK,,7638,0,4,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_balance-cenia-2023-firmado-1.pdf,pdf,,,,PDF_OK,,5976,0,3,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_convenio-eqy250001-cenia-eqy250001-30264-compressed.pdf,pdf,,,,PDF_OK,,53328,0,24,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_dpj-500674644740-325343.pdf,pdf,,,,PDF_OK,,1665,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_estados-resultados-cenia-historico-1-1.pdf,pdf,,,,PDF_OK,,1048,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_memoria-anual-2024.pdf,pdf,,,,PDF_OK,,140366,0,66,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_memoria-anual-cenia-2023.pdf,pdf,,,,PDF_OK,,128383,0,56,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_memoria-cenia-2022.pdf,pdf,,,,PDF_OK,,94496,0,32,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_paper-112.pdf,pdf,,,,PDF_OK,,19409,0,10,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_resolucion-de-subsidio-innova-exenta-electronica-24cvi-26468.pdf,pdf,,,,PDF_OK,,69288,0,18,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CENIA/pdfs/CENIA_resumen-anid.pdf,pdf,,,,PDF_OK,,7455,0,5,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Annual_Report/CSET_center-for-security-and-emerging-technology-2.pdf,pdf,,,,PDF_OK,,23677,0,16,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Annual_Report/CSET_center-for-security-and-emerging-technology-3.pdf,pdf,,,,PDF_OK,,31819,0,22,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Annual_Report/CSET_center-for-security-and-emerging-technology-4.pdf,pdf,,,,PDF_OK,,5364,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Annual_Report/CSET_center-for-security-and-emerging-technology.pdf,pdf,,,,PDF_OK,,23834,0,16,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Data_Brief/CSET_center-for-security-and-emerging-technology.pdf,pdf,,,,PDF_OK,,23356,0,14,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Data_Snapshot/CSET_center-for-security-and-emerging-technology-2.pdf,pdf,,,,PDF_OK,,22872,0,10,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Data_Snapshot/CSET_center-for-security-and-emerging-technology-3.pdf,pdf,,,,PDF_OK,,176766,0,77,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Data_Snapshot/CSET_center-for-security-and-emerging-technology-4.pdf,pdf,,,,PDF_OK,,491069,0,154,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Data_Snapshot/CSET_center-for-security-and-emerging-technology-5.pdf,pdf,,,,PDF_ESCANEADO,,0,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Data_Snapshot/CSET_center-for-security-and-emerging-technology.pdf,pdf,,,,PDF_OK,,15915,0,3,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Formal_Response/CSET_center-for-security-and-emerging-technology-2.pdf,pdf,,,,PDF_OK,,24825,0,9,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Formal_Response/CSET_center-for-security-and-emerging-technology-3.pdf,pdf,,,,PDF_OK,,259919,0,86,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Formal_Response/CSET_center-for-security-and-emerging-technology-4.pdf,pdf,,,,PDF_OK,,13848,0,38,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Formal_Response/CSET_center-for-security-and-emerging-technology-5.pdf,pdf,,,,PDF_OK,,76151,0,28,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Formal_Response/CSET_center-for-security-and-emerging-technology-6.pdf,pdf,,,,PDF_OK,,46610,0,18,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Formal_Response/CSET_center-for-security-and-emerging-technology.pdf,pdf,,,,PDF_OK,,19565,0,6,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-10.pdf,pdf,,,,PDF_OK,,71813,0,32,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-11.pdf,pdf,,,,PDF_OK,,83248,0,40,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-12.pdf,pdf,,,,PDF_OK,,72223,0,39,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-13.pdf,pdf,,,,PDF_OK,,2865,0,3,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-14.pdf,pdf,,,,PDF_OK,,45890,0,25,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-15.pdf,pdf,,,,PDF_OK,,80454,0,36,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-16.pdf,pdf,,,,PDF_OK,,2322,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-17.pdf,pdf,,,,PDF_OK,,123609,0,63,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-18.pdf,pdf,,,,PDF_OK,,96950,0,46,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-19.pdf,pdf,,,,PDF_OK,,23021,0,27,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-2.pdf,pdf,,,,PDF_OK,,15604,0,6,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-20.pdf,pdf,,,,PDF_OK,,159021,0,79,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-21.pdf,pdf,,,,PDF_OK,,4017,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-22.pdf,pdf,,,,PDF_OK,,122556,0,56,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-23.pdf,pdf,,,,PDF_OK,,5695,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-24.pdf,pdf,,,,PDF_OK,,71968,0,35,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-25.pdf,pdf,,,,PDF_OK,,4962,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-26.pdf,pdf,,,,PDF_OK,,782,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-27.pdf,pdf,,,,PDF_OK,,45002,0,24,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-28.pdf,pdf,,,,PDF_OK,,54338,0,26,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-29.pdf,pdf,,,,PDF_OK,,61039,0,29,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-3.pdf,pdf,,,,PDF_OK,,55750,0,30,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-30.pdf,pdf,,,,PDF_OK,,4468,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-31.pdf,pdf,,,,PDF_OK,,31067,0,16,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-32.pdf,pdf,,,,PDF_OK,,26129,0,12,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-33.pdf,pdf,,,,PDF_OK,,115899,0,49,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-34.pdf,pdf,,,,PDF_OK,,66286,0,22,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-35.pdf,pdf,,,,PDF_OK,,8324,0,4,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-36.pdf,pdf,,,,PDF_OK,,66325,0,29,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-37.pdf,pdf,,,,PDF_OK,,2261,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-38.pdf,pdf,,,,PDF_OK,,49987,0,26,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-39.pdf,pdf,,,,PDF_OK,,1728,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-4.pdf,pdf,,,,PDF_OK,,152644,0,63,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-40.pdf,pdf,,,,PDF_OK,,112329,0,56,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-41.pdf,pdf,,,,PDF_OK,,2732,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-42.pdf,pdf,,,,PDF_OK,,24279,0,17,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-43.pdf,pdf,,,,PDF_OK,,33150,0,15,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-44.pdf,pdf,,,,PDF_OK,,75800,0,13,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-45.pdf,pdf,,,,PDF_OK,,55029,0,30,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-46.pdf,pdf,,,,PDF_OK,,1664,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-47.pdf,pdf,,,,PDF_OK,,139797,0,52,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-48.pdf,pdf,,,,PDF_OK,,3081,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-49.pdf,pdf,,,,PDF_OK,,27518,0,10,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-5.pdf,pdf,,,,PDF_OK,,464400,0,189,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-50.pdf,pdf,,,,PDF_OK,,217338,0,79,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-51.pdf,pdf,,,,PDF_OK,,66080,0,34,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-52.pdf,pdf,,,,PDF_OK,,2364,0,1,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-53.pdf,pdf,,,,PDF_OK,,69242,0,36,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-54.pdf,pdf,,,,PDF_OK,,3676,0,2,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-55.pdf,pdf,,,,PDF_OK,,15104,0,9,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-56.pdf,pdf,,,,PDF_OK,,101779,0,34,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-57.pdf,pdf,,,,PDF_OK,,162618,0,103,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-58.pdf,pdf,,,,PDF_OK,,17050,0,12,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-59.pdf,pdf,,,,PDF_OK,,15845,0,12,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-6.pdf,pdf,,,,PDF_OK,,55863,0,20,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-60.pdf,pdf,,,,PDF_OK,,17798,0,13,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-61.pdf,pdf,,,,PDF_OK,,26525,0,15,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-7.pdf,pdf,,,,PDF_OK,,99262,0,42,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-8.pdf,pdf,,,,PDF_OK,,5527,0,3,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology-9.pdf,pdf,,,,PDF_OK,,94704,0,44,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Reports/CSET_center-for-security-and-emerging-technology.pdf,pdf,,,,PDF_OK,,128623,0,73,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Testimony/CSET_center-for-security-and-emerging-technology-2.pdf,pdf,,,,PDF_OK,,35282,0,14,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Testimony/CSET_center-for-security-and-emerging-technology-3.pdf,pdf,,,,PDF_OK,,7339,0,3,,{}
data/raw_muestra/F1_IA_y_Capacidades_Estrategicas/CSET_Georgetown/pdfs/Testimony/CSET_center-for-security-and-emerging-technology-4.pdf,pdf,,,,PDF_OK,,19440,0,8,,{}
